COMMUNE_NOM,COLL_SIRET,ANIMATIONS,DATE DEBUT,DATE FIN,ORGANISATEUR,LIEU 1,LIEU 2,LIEU 3
Antibes,21060004500012,Concours de boules ,2023-02-12,2023-02-12,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,2ème etape tour des AM et VAR,2023-02-18,2023-02-18,Nice Matin ,Azur Arena Antibes,,
Antibes,21060004500012,Concours de boules ,2023-02-18,2023-02-18,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,TOP 12 de Gym,2023-02-25,2023-02-25,OAJLP Gymnastique,Salle Pierre Brochard,,
Antibes,21060004500012,Souvenir José Garido,2023-02-25,2023-02-25,Les Amis de la Pinède,Petite et grande Pinède,,
Antibes,21060004500012,Rassemblement Cycliste,2023-02-26,2023-02-26,Vélo Club Antibois,Parvis de la Chapelle de la Garoupe,,
Antibes,21060004500012,Prepa Fra Handball Fauteuil Euro,2023-03-04,2023-03-04,Handisport Antibes Méditérranée,Salle St Claude,,
Antibes,21060004500012,Souvenir Maeva Podair,2023-03-04,2023-03-04,Les Amis de la Pinède,Clos de la Pinède,,
Antibes,21060004500012,Hand ensemble,2023-03-09,2023-03-09,OAJLP Handball,Salle St Claude,,
Antibes,21060004500012,Tournoi Que du Bad,2023-03-11,2023-03-12,Badminton club d'Antibes,Gymnase de la fontonne,,
Antibes,21060004500012,25 ème Grand Prix de la Ville d'Antibes,2023-03-12,2023-03-12,Judo club d'Antibes,Sallle AAA,,
Antibes,21060004500012,Championnat par équipes d'échec départ et national ,2023-03-12,2023-03-12,Le séchiquiers Antibois,Salle Associative base nautique du Ponteil,,
Antibes,21060004500012,Regate Ligue Optimists,2023-03-12,2023-03-12,SRA,Base Nautique du Ponteil,,
Antibes,21060004500012,Challenge Chardonneau,2023-03-18,2023-03-18,Ecole d'Escrime d'Antibes,Salle St Claude,,
Antibes,21060004500012,Nuit du Hand,2023-03-18,2023-03-18,OAJLP Handball,Salle St Claude,,
Antibes,21060004500012,Championnats de France de Tennis de Table,2023-03-24,2023-03-26,OAJLP Tennis de Table,Salle AAA ,,
Antibes,21060004500012,Tournoi de Basket 3x3 ,2023-03-24,2023-03-26,Sharks d'Antibes,Terrains de 3x3 stade du Fort Carré,,
Antibes,21060004500012,Regate Optimiste 420,2023-03-25,2023-03-26,SRA,Port Gallice,,
Antibes,21060004500012,7ème Calvaire Antibois,2023-03-26,2023-03-26,ASOA section Run & tri,Base Nautique du Ponteil,,
Antibes,21060004500012,Concours en Mer de Chien de sauvetage,2023-04-01,2023-04-02,Assoc Terre Neuve 06,Plage de la Salis ,,
Antibes,21060004500012,Tournoi open senior ,2023-04-08,2023-04-21,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Challenge Alain Cinquin,2023-04-08,2023-04-10,ASF Antibes Hockey,Stade Docteir Léger,,
Antibes,21060004500012,Champ de France Voiture Radio CO,2023-04-08,2023-04-09,Mini Racing Club Antibes,Super Antibes,,
Antibes,21060004500012,Concours d'Agility,2023-04-15,2023-04-16,Amical du Chien de travaill,ZI des 3 Moulins,,
Antibes,21060004500012,Démonstration Trampoline ,2023-04-23,2023-04-23,OAJLP Trampoline - Gym Acro,Place des Martyres de la résistance ,,
Antibes,21060004500012,Demi-national Regate Lasers,2023-04-29,2023-05-01,SRA,"Base Nautique du Ponteil
+ Plage",,
Antibes,21060004500012,Tournoi de football,2023-04-29,2023-05-01,Jeunesse Sportive de Juan les pins,Stade Gilbert Auvergne,,
Antibes,21060004500012,Challenge Regional de tir,2023-05-01,2023-05-01,Tir Sportif d'Antibes,Stand de tir - ZI des 3 moulins,,
Antibes,21060004500012,Tour Amateur de la CASA,2023-05-05,2023-05-05,Velo Sprint Biotois,RD 6098,,
Antibes,21060004500012,Departementaux 25/50m de tir,2023-05-06,2023-05-07,Tir Sportif d'Antibes,Stand de tir - ZI des 3 moulins,,
Antibes,21060004500012,Tournoi inter membres,2023-05-06,2023-06-25,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi u13 espoirs,2023-05-07,2023-05-08,Club des Jeunes,Stade du Super Antibes,,
Antibes,21060004500012,Triathlon des Jeunes d'Athlétisme,2023-05-13,2023-05-13,E.R.A.A,Stade du Fort Carré,,
Antibes,21060004500012,Nuit du Hand,2023-05-13,2023-05-13,OAJLP Handball,Salle St Claude,,
Antibes,21060004500012,Autour de la trottinette ,2023-05-13,2023-05-13,Association des Commercants de la Fontonne,Place Jean Aude,,
Antibes,21060004500012,Regate VRC,2023-05-14,2023-05-14,SRA,Base nautique Ponteil,,
Antibes,21060004500012,Tournoi Feminin u11 à u15,2023-05-18,2023-05-20,ASF Football,Stade Docteur Léger,,
Antibes,21060004500012,Tournoi reduit u6 à u9,2023-05-18,2023-05-20,ASF Football,Stade Docteur Léger,,
Antibes,21060004500012,58ème Rallye d'Antibes,2023-05-18,2023-05-21,AntibesRallye Association,Pré des Pêcheurs,,
Antibes,21060004500012,60 ème Challenge Denape,2023-05-20,2023-05-21,Compagnie d'arc d'antibes,ZI des 3 Moulins,,
Antibes,21060004500012,UNSS Raid Antibes,2023-05-24,2023-05-24,UNSS Nice,Plage du Ponteil,,
Antibes,21060004500012,Handensemble plage,2023-05-25,2023-05-25,OAJLP Handball,Plage Antibes,,
Antibes,21060004500012,La boule chantante,2023-05-27,2023-05-27,les amis de la Pinède/ La main tendue,Petite Pinède,,
Antibes,21060004500012,14ème Edition Handiboise,2023-05-27,2023-05-27,SRA,Mer Antibes,,
Antibes,21060004500012,Tournoi International Jeunes,2023-05-27,2023-05-29,ASF Football,Stade Docteur Léger,,
Antibes,21060004500012,Jeux de Sophia,2023-05-24,2023-06-22,Sophia Club Entreprise,Stand de tir - ZI des 3 moulins,,
Antibes,21060004500012,EDF Aqua Challenge ,2023-05-28,2023-05-28,C.N.A,Antibes Salis et tour du Cap,,
Antibes,21060004500012,Tournoi Daniel Charles et CASA,2023-06-03,2023-06-04,OAJLP Basket,Stade Foch,,
Antibes,21060004500012,L'eau pour rayonner,2023-06-04,2023-06-05,Autisme,Stade Nautique Antibes,,
Antibes,21060004500012,Champ Cycliste sur Route,2023-06-04,2023-06-04,OCCA,Antibes,,
Antibes,21060004500012,Tournoi Régional Jeunes,2023-06-11,2023-06-11,Compagnie d'arc d'antibes,ZI des 3 Moulins,,
Antibes,21060004500012,Tournée Handi Voile 06,2023-06-16,2023-06-16,Département des AM,Base Nautique du Ponteil,,
Antibes,21060004500012,Tournée Handi Sub 06,2023-06-16,2023-06-16,Comité Dep d'étude et Sport Sous-marin,Plage de la Salis ,,
Antibes,21060004500012,Tournoi Nicolas Cagnasso,2023-06-17,2023-06-17,AMADEUS,Stade Gilbert Auvergne,,
Antibes,21060004500012,Challenge de Noé,2023-06-18,2023-06-18,Tir Sportif d'Antibes,Stand de tir - ZI des 3 moulins,,
Antibes,21060004500012,Yoga au lever du soleil,2023-06-21,2023-06-21,IFYPACA,Plage du Ponteil,,
Antibes,21060004500012,Liaison CM2- 6ème Fersen,2023-06-22,2023-06-22,Collège Fersen,Stade Foch,,
Antibes,21060004500012,Champ France des Maitres,2023-06-22,2023-06-25,CNA,Stade Nautique Antibes,,
Antibes,21060004500012,Défis Olympiques,2023-06-23,2023-06-23,Direction des Sports,Stade Fort Carré,,
Antibes,21060004500012,Tournoi international u15 ,2023-06-23,2023-06-25,OAJLP Basket,Stade Foch,,
Antibes,21060004500012,Tournoi+Assemblée Générale,2023-06-24,2023-06-25,OAJLP Volley-Ball,Stade du Fort Carré,,
Antibes,21060004500012,National Tennis Cup FFT,2023-06-24,2023-07-02,ASOA Tennis,Tennis Paul Charpin,,
Antibes,21060004500012,Fitdays MGEN Triathlon,2023-06-24,2023-06-25,MGEN ,Stade du Fort Carré,,
Antibes,21060004500012,IDEF Course à pied,2023-06-26,2023-06-26,Comexposium,Juan les Pins,,
Antibes,21060004500012,Tournoi Internation d'Antibes,2023-06-27,2023-07-02,Badminton club d'Antibes,Salle St Claude,,
Antibes,21060004500012,Les Olympiades Antiboises,2023-06-28,2023-06-28,Direction jeunesse Loisirs,Stade du Fort Carré,,
Antibes,21060004500012,Souvenir Pierre Angelini,2023-07-01,2023-07-01,Les Petanquiers du Port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Festival Capoeira Cote d'Azur,2023-07-01,2023-07-01,Arte Brasil,Stade Foch,,
Antibes,21060004500012,Fête du Basket ,2023-07-01,2023-07-01,Sharks d'Antibes,Pré des Pêcheurs,,
Antibes,21060004500012,Souvenir Michel Debord,2023-07-02,2023-07-02,Les Petanquiers du Port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Reception des Sportifs,2023-07-03,2023-07-03,Direction des Sports,Stade Nautique Antibes,,
Antibes,21060004500012,Nocturne été n°1,2023-07-07,2023-07-07,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,4ème Festival Summer Pop Arts,2023-07-10,2023-08-27,Direction des Sports,Antibes,,
Antibes,21060004500012,Nocturne été n°2,2023-07-14,2023-07-14,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Nocturne été n°3,2023-06-21,2023-06-21,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Nocturne été n°4,2023-07-28,2023-07-28,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Mondial de Footvoley,2023-07-28,2023-07-30,Mondial Footvolley,Square Gould,,
Antibes,21060004500012,Nocturne été n°5,2023-08-04,2023-08-04,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Souvenir Ahmed Laribi,2023-08-05,2023-08-05,Les Petanquiers du Port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Souvenir Denis Del Zoppo,2023-08-06,2023-08-06,Les Petanquiers du Port d'Antibes,Stade du Fort Carré,,
Antibes,21060004500012,Challenge Marc Grilli,2023-08-07,2023-08-07,Belles Rives Ski Nautique ,Belles Rives Ski Nautique ,,
Antibes,21060004500012,Nocturne été n°6,2023-08-11,2023-08-11,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Nocturne été n°7,2023-08-18,2023-08-18,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Tournoi+Repas,2023-08-19,2023-08-19,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Initiation Plongée Handi,2023-08-20,2023-08-24,Comité Dep d'étude et Sport Sous-marin,Plage de la Salis ,,
Antibes,21060004500012,Open de France Junior ligue de Basket 3x3,2023-08-23,2023-08-27,FFBB,Pré des Pêcheurs,,
Antibes,21060004500012,Nocturne été n°8,2023-08-25,2023-08-25,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Nocturne été n°9,2023-09-01,2023-09-01,AS Fontonne Boules,Clos de Boules Borriglion,,
Antibes,21060004500012,Tournoi Pre Saison u10-u11,2023-09-02,2023-09-02,As Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,ITF Vétérans Seniors,2023-09-03,2023-09-09,TCA,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi de rentrée,2023-09-09,2023-09-09,OAJLP Basket,Stade Foch,,
Antibes,21060004500012,Tournoi Pre Saison u12-u13,2023-09-09,2023-09-09,As Fontonne Football,Stade Docteur Léger,,
Antibes,21060004500012,Tournoi des 20 ans ,2023-09-09,2023-09-10,Ziggles,Stade Gilbert Auvergne,,
Antibes,21060004500012,Fete de la Jeunesse et des Sports,2023-09-10,2023-09-10,DS/DJL,Stade du Fort Carré,,
Antibes,21060004500012,TI Plage,2023-09-16,2023-09-16,BDS Polytech Nice Sophia,Plage du Pont du Lys,,
Antibes,21060004500012,Tournoi National d'Antbes ,16/09/20203,2023-09-17,OAJLP Tennis de Table,Salle St Claude,,
Antibes,21060004500012,Journée du sport scolaire,2023-09-20,2023-09-20,UNSS,Stade du Fort Carré,,
Antibes,21060004500012,Concours de boules ,2023-09-23,2023-09-23,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Regate VRC RG65,2023-09-24,2023-09-24,SRA,Base Nautique d'Antibes,,
Antibes,21060004500012,71ème GP de la ville d'Antibes,2023-09-24,2023-09-24,OCCA,Biot,,
Antibes,21060004500012,Concours CNFPT Police Municipale,2023-09-28,2023-09-28,CNFPT,Stade du Fort Carré,,
Antibes,21060004500012,Gestes qui sauvent,2023-09-29,2023-09-29,Département 06 / SDIS,Stade du Fort Carré,,
Antibes,21060004500012,Regate Handivoile,2023-09-28,2023-09-30,SRA,Base Nautique d'Antibes,,
Antibes,21060004500012,Run and Dream Pour Kaylia - Matteo,2023-10-01,2023-10-01,Police National,Bord de mer Siesta - Musée Archéologique,,
Antibes,21060004500012,Course Octobre Rose,2023-10-01,2023-10-01,Ligue contre le cancer,RD 6098,,
Antibes,21060004500012,Cross du Collège Bertone,2023-10-05,2023-10-05,College Bertone,Parc des Semboules,,
Antibes,21060004500012,Retransmission Match Rugby,2023-10-14,2023-10-15,Rugby Club d'Antibes,Stade Gilbert Auvergne,,
Antibes,21060004500012,Courir pour fleur ,2023-10-14,2023-10-15,Direction des sports,Stade du Fort Carré + Cap d'Antibes,,
Antibes,21060004500012,Concours de boules ,2023-10-21,2023-10-21,ASF Boules,Clos Borriglion,,
Antibes,21060004500012,Triathlon des Roses,2023-10-22,2023-10-22,Antibes Triathlon,Salis / Cap d'Antibes,,
Antibes,21060004500012,Retransmission Match Rugby,2023-10-21,2023-10-22,Rugby Club d'Antibes,Stade Gilbert Auvergne,,
Antibes,21060004500012,Tournoi Jacques Grima,2023-10-21,2023-11-04,TCA,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi Feminin Octobre Rose,2023-10-28,2023-10-28,ASF Football,Stade Docteur Léger,,
Antibes,21060004500012,Retransmission Match Rugby,2023-10-28,2023-10-28,Rugby Club d'Antibes,Stade Gilbert Auvergne,,
Antibes,21060004500012,7ème Cyclo Cross des Semboules,2023-10-29,2023-10-29,OCCA,Parc des Semboules,,
Antibes,21060004500012,Tournoi des Petits AS,2023-11-03,2023-11-18,TCA,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi Padel Fauteuil,2023-11-04,2023-11-04,TCA,Tennis Jules Grec,,
Antibes,21060004500012,Marathon Nice - Cannes ,2023-11-05,2023-11-05,Azur Sport Organisation,Antibes  ,,
Antibes,21060004500012,Challenge Belmas ,2023-11-11,2023-11-12,Rugby Club d'Antibes,Stade Gilbert Auvergne,,
Antibes,21060004500012,Souvenir ALLO ,2023-11-12,2023-11-12,ACCA,Square Albert 1er,,
Antibes,21060004500012,CROSS du Poilu ,2023-11-15,2023-11-15,Direction des Sports,Stade du fort Carré ,,
Antibes,21060004500012,Cross du Fort Carré,2023-11-18,2023-11-18,ERAA,Stade du Fort Carré,,
Antibes,21060004500012,Nuit du Hand ,2023-11-18,2023-11-18,OAJLP Handball,Salle St Claude,,
Antibes,21060004500012,Matchs de Champ tennis de table,2023-11-18,2023-11-19,OAJLP Tennis de table,Stade Foch,,
Antibes,21060004500012,Regate Championnat de ligue,2023-11-19,2023-11-19,SRA,Base Nautique Salis,,
Antibes,21060004500012,ASSA Bloc,2023-11-19,2023-11-19,ASSA Escalade,Salle Paul Charpin,,
Antibes,21060004500012,Matchs de Champ tennis de table,2023-11-25,2023-11-26,OAJLP Tennis de table,Stade Foch,,
Antibes,21060004500012,Regate Voiliers Radio Com RG 65,2023-11-26,2023-11-26,SRA,Base Nautique Salis,,
Antibes,21060004500012,TOP 12 de Gym Qualifs ,2023-12-02,2023-12-02,OAJLP Gymnastique,Salle Pierre Brochard,,
Antibes,21060004500012,Cross des 3ème du collège Roustan,2023-12-08,2023-12-08,Collège Roustan,Stade du Fort Carré,,
Antibes,21060004500012,Challenge André LESAGE,2023-12-09,2023-12-10,Compagnie d'arc d'antibes,Salle St Claude,,
Antibes,21060004500012,Triathlon de la St Sylvestre,2023-12-10,2023-12-10,Antibes Triathlon,Square Gould+ Cap,,
Antibes,21060004500012,Tournoi de PADEL P100,2023-12-17,2023-12-17,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Tournoi TMC de tennis,2023-12-17,2023-12-19,Tennis Club d'Antibes,Tennis Jules Grec,,
Antibes,21060004500012,Olympiades du collège Fersen,2023-12-20,2023-12-20,Collège Fersen,Stade Foch,,
